"HM_GL_IN_OVERSIGHT_REPORTS_ID","HM_SITE_ID","HM_STUDY_ID","REPORT_SOURCE","REPORT_ID","REPORT_TYPE","REPORT_START_DATE","REPORT_END_DATE"
2699487,146193,17392,"PSQRV","6735","PSQRV",2013-09-18 00:00:00,2013-09-18 00:00:00
2699454,145910,17392,"PSQRV","15318","PSQRV",2013-11-14 00:00:00,2013-11-14 00:00:00
2699455,145910,17392,"PSQRV","6732","PSQRV",2011-09-05 00:00:00,2011-09-06 00:00:00
2699382,146829,17392,"PSQRV","6736","PSQRV",2013-02-25 00:00:00,2013-02-25 00:00:00
2699362,137365,17392,"PSQRV","6720","PSQRV",2013-06-05 00:00:00,2013-06-05 00:00:00
2699396,145145,17392,"PSQRV","15317","PSQRV",2013-11-15 00:00:00,2013-11-15 00:00:00
2700345,169549,17392,"PSQRV","6780","PSQRV",2013-02-25 00:00:00,2013-03-04 00:00:00
2700360,164173,17392,"PSQRV","6777","PSQRV",2013-03-04 00:00:00,2013-03-04 00:00:00
2700361,164173,17392,"PSQRV","6776","PSQRV",2013-01-09 00:00:00,2013-01-09 00:00:00
2700371,164290,17392,"PSQRV","6778","PSQRV",2013-02-18 00:00:00,2013-02-19 00:00:00
2699926,157362,17392,"PSQRV","6769","PSQRV",2013-10-22 00:00:00,2013-10-22 00:00:00
2699927,157362,17392,"PSQRV","6768","PSQRV",2013-03-11 00:00:00,2013-03-11 00:00:00
2707216,157362,17392,"SH","4225","On Site Visit - Ongoing",2014-06-12 00:00:00,2014-06-12 00:00:00
2699878,162454,17392,"PSQRV","6773","PSQRV",2012-12-11 00:00:00,2012-12-11 00:00:00
2699824,160277,17392,"PSQRV","6771","PSQRV",2013-09-09 00:00:00,2013-09-09 00:00:00
2699825,160277,17392,"PSQRV","6770","PSQRV",2012-05-10 00:00:00,2012-05-10 00:00:00
2699698,147963,17392,"PSQRV","6737","PSQRV",2013-04-10 00:00:00,2013-04-11 00:00:00
2699699,149698,17392,"PSQRV","6744","PSQRV",2011-12-12 00:00:00,2011-12-12 00:00:00
2707143,149698,17392,"SH","4571","On Site Visit - Ongoing",2014-07-02 00:00:00,2014-07-02 00:00:00
2699700,149721,17392,"PSQRV","6745","PSQRV",2011-09-08 00:00:00,2011-09-09 00:00:00
2701974,170445,17392,"PSQRV","6781","PSQRV",2011-06-06 00:00:00,2011-06-06 00:00:00
2707664,171153,17392,"SH","14388","On Site Visit - Ongoing",2015-02-19 00:00:00,2015-02-19 00:00:00
2700494,164668,17392,"PSQRV","6779","PSQRV",2013-05-28 00:00:00,2013-05-29 00:00:00
2707797,171606,17392,"SH","2579","On Site Visit - Ongoing",2014-04-03 00:00:00,2014-04-03 00:00:00
2700781,176490,17392,"PSQRV","6796","PSQRV",2013-07-03 00:00:00,2013-07-04 00:00:00
2700787,170744,17392,"PSQRV","6785","PSQRV",2012-11-08 00:00:00,2012-11-08 00:00:00
2700788,170744,17392,"PSQRV","6784","PSQRV",2011-10-19 00:00:00,2011-10-19 00:00:00
2707534,170744,17392,"SH","19265","On Site Visit - Ongoing",2015-06-04 00:00:00,2015-06-04 00:00:00
2707536,170808,17392,"SH","19975","On Site Visit - Ongoing",2015-06-10 00:00:00,2015-06-10 00:00:00
2707537,170808,17392,"SH","1766","On Site Visit - Ongoing",2014-02-25 00:00:00,2014-02-25 00:00:00
2700799,170809,17392,"PSQRV","6789","PSQRV",2013-03-27 00:00:00,2013-03-27 00:00:00
2707538,170809,17392,"SH","2576","On Site Visit - Ongoing",2014-04-08 00:00:00,2014-04-09 00:00:00
2700800,170810,17392,"PSQRV","6790","PSQRV",2012-01-16 00:00:00,2012-01-16 00:00:00
2700602,170514,17392,"PSQRV","6782","PSQRV",2011-08-30 00:00:00,2011-08-30 00:00:00
2700613,170562,17392,"PSQRV","6783","PSQRV",2013-03-06 00:00:00,2013-03-07 00:00:00
2704274,215889,17392,"PSQRV","6799","PSQRV",2012-12-05 00:00:00,2012-12-05 00:00:00
2704012,215692,17392,"PSQRV","6798","PSQRV",2012-09-05 00:00:00,2012-09-05 00:00:00
2708351,217573,17392,"SH","2577","On Site Visit - Ongoing",2014-04-02 00:00:00,2014-04-02 00:00:00
2699153,130442,16582,"PSQRV","89","PSQRV",2011-11-15 00:00:00,2011-11-16 00:00:00
2707309,165463,16582,"SH","424","On Site Visit - Ongoing",2013-12-24 00:00:00,2013-12-24 00:00:00
2707333,165581,16582,"SH","393","On Site Visit - Ongoing",2013-12-17 00:00:00,2013-12-17 00:00:00
2700270,165721,16582,"PSQRV","116","PSQRV",2013-05-02 00:00:00,2013-05-02 00:00:00
2699977,164957,16582,"PSQRV","98","PSQRV",2013-06-18 00:00:00,2013-06-19 00:00:00
2699978,164957,16582,"PSQRV","97","PSQRV",2011-12-13 00:00:00,2011-12-13 00:00:00
2699979,164957,16582,"PSQRV","96","PSQRV",2011-04-11 00:00:00,2011-04-11 00:00:00
2699980,164968,16582,"PSQRV","100","PSQRV",2013-05-09 00:00:00,2013-05-10 00:00:00
2699981,164970,16582,"PSQRV","103","PSQRV",2013-04-18 00:00:00,2013-04-19 00:00:00
2699982,164970,16582,"PSQRV","102","PSQRV",2011-04-12 00:00:00,2011-04-13 00:00:00
2700138,168965,16582,"PSQRV","126","PSQRV",2011-09-28 00:00:00,2011-09-28 00:00:00
2700291,167647,16582,"PSQRV","124","PSQRV",2011-02-01 00:00:00,2011-02-02 00:00:00
2708160,218791,16582,"SH","4200","On Site Visit - Ongoing",2014-06-19 00:00:00,2014-06-19 00:00:00
2709266,225489,16582,"SH","22980","On Site Visit - Ongoing",2016-09-28 00:00:00,2016-09-28 00:00:00
2707935,173831,16660,"SH","6421","On Site Visit - Ongoing",2014-08-21 00:00:00,2014-08-21 00:00:00
2701825,173832,16660,"PSQRV","139","PSQRV",2012-10-08 00:00:00,2012-10-08 00:00:00
2707936,173832,16660,"SH","17045","On Site Visit - Ongoing",2015-04-13 00:00:00,2015-04-13 00:00:00
2701526,175313,16660,"PSQRV","143","PSQRV",2013-05-15 00:00:00,2013-05-15 00:00:00
2700828,174595,16660,"PSQRV","142","PSQRV",2012-11-13 00:00:00,2012-11-13 00:00:00
2703772,221058,16660,"PSQRV","169","PSQRV",2013-02-20 00:00:00,2013-02-20 00:00:00
2708263,221058,16660,"SH","2182","On Site Visit - Ongoing",2014-03-27 00:00:00,2014-03-27 00:00:00
2708264,221058,16660,"SH","1585","On Site Visit - Ongoing",2014-03-04 00:00:00,2014-03-04 00:00:00
2708265,221059,16660,"SH","3344","On Site Visit - Ongoing",2014-04-29 00:00:00,2014-04-29 00:00:00
2704228,219650,16660,"PSQRV","158","PSQRV",2012-10-05 00:00:00,2012-10-05 00:00:00
2704317,219651,16660,"PSQRV","159","PSQRV",2012-07-10 00:00:00,2012-07-10 00:00:00
2704318,219652,16660,"PSQRV","160","PSQRV",2013-05-07 00:00:00,2013-05-07 00:00:00
2703943,219343,16660,"PSQRV","151","PSQRV",2013-09-12 00:00:00,2013-09-12 00:00:00
2703944,219343,16660,"PSQRV","150","PSQRV",2012-06-14 00:00:00,2012-06-14 00:00:00
2703945,219344,16660,"PSQRV","152","PSQRV",2012-09-27 00:00:00,2012-09-27 00:00:00
2703946,219345,16660,"PSQRV","153","PSQRV",2013-01-11 00:00:00,2013-01-11 00:00:00
2708324,219345,16660,"SH","11979","On Site Visit - Ongoing",2015-01-15 00:00:00,2015-01-15 00:00:00
2708325,219345,16660,"SH","581","On Site Visit - Ongoing",2014-01-10 00:00:00,2014-01-16 00:00:00
2703947,219346,16660,"PSQRV","155","PSQRV",2013-09-26 00:00:00,2013-09-26 00:00:00
2703948,219346,16660,"PSQRV","154","PSQRV",2012-09-21 00:00:00,2012-09-21 00:00:00
2708326,219346,16660,"SH","9455","On Site Visit - Ongoing",2014-11-04 00:00:00,2014-11-04 00:00:00
2708429,221538,16660,"SH","21034","On Site Visit - Ongoing",2015-07-13 00:00:00,2015-07-13 00:00:00
2708430,221538,16660,"SH","2643","On Site Visit - Ongoing",2014-04-10 00:00:00,2014-04-10 00:00:00
2708333,221414,16660,"SH","18352","On Site Visit - Ongoing",2015-05-07 00:00:00,2015-05-07 00:00:00
2703982,221458,16660,"PSQRV","170","PSQRV",2013-01-23 00:00:00,2013-01-23 00:00:00
2708672,228436,16660,"SH","3247","On Site Visit - Ongoing",2014-05-06 00:00:00,2014-05-06 00:00:00
2704462,219843,16660,"PSQRV","161","PSQRV",2013-10-01 00:00:00,2013-10-01 00:00:00
2704466,219853,16660,"PSQRV","164","PSQRV",2013-03-19 00:00:00,2013-03-19 00:00:00
2708212,219022,16660,"SH","892","On Site Visit - Ongoing",2014-01-31 00:00:00,2014-01-31 00:00:00
2703657,219024,16660,"PSQRV","149","PSQRV",2013-01-25 00:00:00,2013-01-25 00:00:00
2708214,220863,16660,"SH","4146","On Site Visit - Ongoing",2014-06-16 00:00:00,2014-06-16 00:00:00
2704042,219444,16660,"PSQRV","15055","PSQRV",2013-11-12 00:00:00,2013-11-12 00:00:00
2704056,219515,16660,"PSQRV","156","PSQRV",2013-06-07 00:00:00,2013-06-07 00:00:00
2704057,219516,16660,"PSQRV","157","PSQRV",2013-05-30 00:00:00,2013-05-30 00:00:00
2708362,219517,16660,"SH","4230","On Site Visit - Ongoing",2014-06-23 00:00:00,2014-06-23 00:00:00
2704062,221594,16660,"PSQRV","172","PSQRV",2013-05-28 00:00:00,2013-05-28 00:00:00
2704509,221825,16660,"PSQRV","173","PSQRV",2012-10-08 00:00:00,2012-10-08 00:00:00
2708458,221825,16660,"SH","855","On Site Visit - Ongoing",2014-01-30 00:00:00,2014-01-30 00:00:00
2708469,219925,16660,"SH","10355","On Site Visit - Ongoing",2014-11-13 00:00:00,2014-11-13 00:00:00
2704584,219934,16660,"PSQRV","166","PSQRV",2013-09-04 00:00:00,2013-09-05 00:00:00
2704585,219934,16660,"PSQRV","165","PSQRV",2012-11-26 00:00:00,2012-11-26 00:00:00
2708470,219934,16660,"SH","10309","On Site Visit - Ongoing",2014-11-14 00:00:00,2014-11-26 00:00:00
2708161,220663,16660,"SH","2331","On Site Visit - Ongoing",2014-04-02 00:00:00,2014-04-02 00:00:00
2708162,220664,16660,"SH","20580","On Site Visit - Ongoing",2015-06-29 00:00:00,2015-06-29 00:00:00
2708163,220664,16660,"SH","8783","On Site Visit - Ongoing",2014-10-14 00:00:00,2014-10-14 00:00:00
2708164,220664,16660,"SH","612","On Site Visit - Ongoing",2014-01-20 00:00:00,2014-01-20 00:00:00
2708165,220665,16660,"SH","17817","On Site Visit - Ongoing",2015-04-29 00:00:00,2015-04-29 00:00:00
2708166,220665,16660,"SH","2614","On Site Visit - Ongoing",2014-04-07 00:00:00,2014-04-07 00:00:00
2708167,220667,16660,"SH","3264","On Site Visit - Ongoing",2014-04-23 00:00:00,2014-04-23 00:00:00
2703526,218814,16660,"PSQRV","147","PSQRV",2013-02-27 00:00:00,2013-02-27 00:00:00
2712030,232067,16660,"SH","2747","On Site Visit - Ongoing",2014-04-01 02:00:00,2014-04-15 00:00:00
2710354,232741,16660,"SH","8750","On Site Visit - Ongoing",2014-10-10 00:00:00,2014-10-10 00:00:00
2710357,232749,16660,"SH","8738","On Site Visit - Ongoing",2014-10-08 00:00:00,2014-10-08 00:00:00
2710358,232759,16660,"SH","20062","On Site Visit - Ongoing",2015-06-17 00:00:00,2015-06-17 00:00:00
2710359,232764,16660,"SH","15286","On Site Visit - Ongoing",2015-03-13 00:00:00,2015-03-13 00:00:00
2710521,232889,16660,"SH","6473","On Site Visit - Ongoing",2014-08-11 00:00:00,2014-08-11 00:00:00
2705660,223222,16660,"PSQRV","174","PSQRV",2012-11-08 00:00:00,2012-11-08 00:00:00
2709961,232489,16660,"SH","19610","On Site Visit - Ongoing",2015-06-16 00:00:00,2015-06-16 00:00:00
2714277,243367,16660,"SH","18037","On Site Visit - Ongoing",2015-05-13 00:00:00,2015-05-13 00:00:00
2714278,243368,16660,"SH","18098","On Site Visit - Ongoing",2015-05-15 00:00:00,2015-05-15 00:00:00
2713730,242515,16660,"SH","17823","On Site Visit - Ongoing",2015-04-22 00:00:00,2015-04-22 00:00:00
2713731,242516,16660,"SH","19744","On Site Visit - Ongoing",2015-06-18 00:00:00,2015-06-18 00:00:00
2709482,225848,21755,"SH","7194","On Site Visit - Ongoing",2014-08-26 00:00:00,2014-08-26 00:00:00
2705864,223433,21755,"PSQRV","6896","PSQRV",2013-07-11 00:00:00,2013-07-11 00:00:00
2706400,222200,21755,"PSQRV","6895","PSQRV",2013-09-25 00:00:00,2013-09-25 00:00:00
2708666,226423,21802,"SH","1590","On Site Visit - Ongoing",2014-03-04 00:00:00,2014-03-04 00:00:00
2708667,226428,21802,"SH","4074","On Site Visit - Ongoing",2014-06-16 00:00:00,2014-06-17 00:00:00
2712126,230251,21802,"SH","4976","On Site Visit - Ongoing",2014-07-08 00:00:00,2014-07-09 00:00:00
2712311,230396,21802,"SH","1648","On Site Visit - Ongoing",2014-03-12 00:00:00,2014-03-12 00:00:00
2710477,230866,21802,"SH","20258","On Site Visit - Ongoing",2015-06-23 00:00:00,2015-06-23 00:00:00
2706113,225816,21802,"PSQRV","9672","PSQRV",2013-09-24 00:00:00,2013-09-24 00:00:00
2709481,225816,21802,"SH","34774","On Site Visit - Ongoing",2015-06-02 00:00:00,2015-06-02 00:00:00
2709484,225861,21802,"SH","292","On Site Visit - Ongoing",2013-12-16 00:00:00,2013-12-16 00:00:00
2705331,226837,21802,"PSQRV","9673","PSQRV",2013-05-21 00:00:00,2013-05-21 00:00:00
2709185,229575,21802,"SH","14667","On Site Visit - Ongoing",2015-03-04 00:00:00,2015-03-04 00:00:00
2709196,229620,21802,"SH","3880","On Site Visit - Ongoing",2014-06-05 00:00:00,2014-06-05 00:00:00
2709910,230432,21802,"SH","5334","On Site Visit - Ongoing",2014-07-30 00:00:00,2014-07-30 00:00:00
2705432,227022,21802,"PSQRV","9674","PSQRV",2012-10-16 00:00:00,2012-10-17 00:00:00
2708882,227022,21802,"SH","5383","On Site Visit - Ongoing",2014-07-31 00:00:00,2014-07-31 00:00:00
2709593,226148,21802,"SH","525","On Site Visit - Ongoing",2014-01-10 00:00:00,2014-01-10 00:00:00
2709605,228108,21802,"SH","16920","On Site Visit - Ongoing",2015-04-15 00:00:00,2015-04-15 00:00:00
2709606,228108,21802,"SH","8456","On Site Visit - Ongoing",2014-10-06 00:00:00,2014-10-06 00:00:00
2709607,228109,21802,"SH","11665","On Site Visit - Ongoing",2015-01-06 00:00:00,2015-01-07 00:00:00
2709608,228110,21802,"SH","15638","On Site Visit - Ongoing",2015-03-24 00:00:00,2015-03-25 00:00:00
2709609,228110,21802,"SH","7011","On Site Visit - Ongoing",2014-09-02 00:00:00,2014-09-02 00:00:00
2709610,228111,21802,"SH","12404","On Site Visit - Ongoing",2015-01-15 00:00:00,2015-01-15 00:00:00
2709611,228113,21802,"SH","4831","On Site Visit - Ongoing",2014-07-09 00:00:00,2014-07-10 00:00:00
2709612,228113,21802,"SH","3806","On Site Visit - Ongoing",2014-05-22 00:00:00,2014-05-22 00:00:00
2709613,228113,21802,"SH","1273","On Site Visit - Ongoing",2014-02-12 00:00:00,2014-02-13 00:00:00
2709614,228114,21802,"SH","21146","On Site Visit - Ongoing",2015-07-14 00:00:00,2015-07-14 00:00:00
2709615,228116,21802,"SH","4567","On Site Visit - Ongoing",2014-06-26 00:00:00,2014-06-27 00:00:00
2709616,228117,21802,"SH","19818","On Site Visit - Ongoing",2015-06-09 00:00:00,2015-06-09 00:00:00
2709617,228117,21802,"SH","13905","On Site Visit - Ongoing",2015-02-12 00:00:00,2015-02-12 00:00:00
2709618,228117,21802,"SH","7257","On Site Visit - Ongoing",2014-08-28 00:00:00,2014-08-28 00:00:00
2709619,228117,21802,"SH","2592","On Site Visit - Ongoing",2014-04-09 00:00:00,2014-04-09 00:00:00
2709620,228120,21802,"SH","12418","On Site Visit - Ongoing",2015-01-20 00:00:00,2015-01-20 00:00:00
2709621,228122,21802,"SH","7935","On Site Visit - Ongoing",2014-09-19 00:00:00,2014-09-25 00:00:00
2709622,228122,21802,"SH","10610","On Site Visit - Ongoing",2014-12-02 00:00:00,2014-12-02 00:00:00
2709623,228123,21802,"SH","16374","On Site Visit - Ongoing",2015-04-07 00:00:00,2015-04-07 00:00:00
2709624,228124,21802,"SH","7773","On Site Visit - Ongoing",2014-09-17 00:00:00,2014-09-17 00:00:00
2709625,228124,21802,"SH","10199","On Site Visit - Ongoing",2014-11-10 00:00:00,2014-11-10 00:00:00
2709626,228124,21802,"SH","3239","On Site Visit - Ongoing",2014-04-29 00:00:00,2014-04-29 00:00:00
2708989,227123,21802,"SH","4259","On Site Visit - Ongoing",2014-06-24 00:00:00,2014-06-24 00:00:00
2709349,225606,21802,"SH","24628","Remote Operations Review",2019-05-15 04:51:00,2019-05-15 04:51:00
2709350,225606,21802,"SH","12781","On Site Visit - Ongoing",2015-01-31 00:00:00,2015-01-31 00:00:00
2705902,225670,21802,"PSQRV","9669","PSQRV",2013-10-07 00:00:00,2013-10-08 00:00:00
2708724,228552,21802,"SH","2436","On Site Visit - Ongoing",2014-03-24 00:00:00,2014-03-25 00:00:00
2708726,228576,21802,"SH","21605","On Site Visit - Ongoing",2015-07-15 00:00:00,2015-07-15 00:00:00
2709663,226199,21802,"SH","1212","On Site Visit - Ongoing",2014-02-18 00:00:00,2014-02-21 00:00:00
2709410,229367,21802,"SH","18562","On Site Visit - Ongoing",2015-05-18 00:00:00,2015-05-18 00:00:00
2709673,226290,21802,"SH","5083","On Site Visit - Ongoing",2014-07-14 00:00:00,2014-07-15 00:00:00
2709674,228140,21802,"SH","17848","On Site Visit - Ongoing",2015-05-05 00:00:00,2015-05-05 00:00:00
2709675,228141,21802,"SH","18901","On Site Visit - Ongoing",2015-06-02 00:00:00,2015-06-03 00:00:00
2709676,228148,21802,"SH","10605","On Site Visit - Ongoing",2014-11-26 00:00:00,2014-11-26 00:00:00
2709677,228148,21802,"SH","3941","On Site Visit - Ongoing",2014-06-04 00:00:00,2014-06-04 00:00:00
2709686,228178,21802,"SH","9644","On Site Visit - Ongoing",2014-11-04 00:00:00,2014-11-05 00:00:00
2705580,225273,21802,"PSQRV","9666","PSQRV",2013-06-25 00:00:00,2013-06-25 00:00:00
2705588,225297,21802,"PSQRV","9667","PSQRV",2013-03-12 00:00:00,2013-03-13 00:00:00
2705983,225693,21802,"PSQRV","9670","PSQRV",2013-06-05 00:00:00,2013-06-05 00:00:00
2705986,225702,21802,"PSQRV","9671","PSQRV",2013-03-27 00:00:00,2013-03-27 00:00:00
2709429,225702,21802,"SH","19148","On Site Visit - Ongoing",2015-05-21 00:00:00,2015-05-22 00:00:00
2712930,239831,21802,"SH","16105","On Site Visit - Ongoing",2015-03-31 00:00:00,2015-04-01 00:00:00
2712938,239844,21802,"SH","17849","On Site Visit - Ongoing",2015-05-06 00:00:00,2015-05-06 00:00:00
2712964,229640,21802,"SH","9693","On Site Visit - Ongoing",2014-11-06 00:00:00,2014-11-06 00:00:00
2713568,242106,21802,"SH","17757","On Site Visit - Ongoing",2015-04-23 00:00:00,2015-04-23 00:00:00
2713573,242139,21802,"SH","18507","On Site Visit - Ongoing",2015-05-13 00:00:00,2015-05-13 00:00:00
2711476,237877,21829,"SH","8019","On Site Visit - Ongoing",2014-09-26 00:00:00,2014-09-26 00:00:00
2711477,237880,21829,"SH","15880","On Site Visit - Ongoing",2015-03-27 00:00:00,2015-03-27 00:00:00
2711478,237881,21829,"SH","9383","On Site Visit - Ongoing",2014-10-29 00:00:00,2014-10-29 00:00:00
2711479,237882,21829,"SH","13860","On Site Visit - Ongoing",2015-02-16 00:00:00,2015-02-16 00:00:00
2711480,237884,21829,"SH","13925","On Site Visit - Ongoing",2015-02-10 00:00:00,2015-02-11 00:00:00
2711481,237884,21829,"SH","8439","On Site Visit - Ongoing",2014-09-30 00:00:00,2014-09-30 00:00:00
2711482,237885,21829,"SH","16551","On Site Visit - Ongoing",2015-04-07 00:00:00,2015-04-07 00:00:00
2711483,237887,21829,"SH","11336","On Site Visit - Ongoing",2014-12-22 00:00:00,2014-12-22 00:00:00
2711484,237891,21829,"SH","12711","On Site Visit - Ongoing",2015-01-27 00:00:00,2015-01-28 00:00:00
2711485,237891,21829,"SH","10995","On Site Visit - Ongoing",2014-12-12 00:00:00,2014-12-12 00:00:00
2711486,237892,21829,"SH","22151","On Site Visit - Ongoing",2015-07-27 00:00:00,2015-07-28 00:00:00
2711487,237892,21829,"SH","13750","On Site Visit - Ongoing",2015-02-11 00:00:00,2015-02-12 00:00:00
2711488,237893,21829,"SH","22162","On Site Visit - Ongoing",2015-07-29 00:00:00,2015-07-30 00:00:00
2711489,237893,21829,"SH","18514","On Site Visit - Ongoing",2015-05-21 00:00:00,2015-05-21 00:00:00
2711490,237894,21829,"SH","16969","On Site Visit - Ongoing",2015-04-14 00:00:00,2015-04-15 00:00:00
2710939,237662,21829,"SH","17752","On Site Visit - Ongoing",2015-05-05 00:00:00,2015-05-05 00:00:00
2710943,237669,21829,"SH","12221","On Site Visit - Ongoing",2015-01-20 00:00:00,2015-01-20 00:00:00
2710944,237699,21829,"SH","15445","On Site Visit - Ongoing",2015-03-13 00:00:00,2015-03-13 00:00:00
2710945,237702,21829,"SH","14404","On Site Visit - Ongoing",2015-02-26 00:00:00,2015-02-26 00:00:00
2711042,235401,21829,"SH","19403","On Site Visit - Ongoing",2015-05-27 00:00:00,2015-05-28 00:00:00
2711043,235404,21829,"SH","21356","On Site Visit - Ongoing",2015-07-21 00:00:00,2015-07-22 00:00:00
2711044,235408,21829,"SH","13703","On Site Visit - Ongoing",2015-01-22 00:00:00,2015-01-23 00:00:00
2711045,235410,21829,"SH","10795","On Site Visit - Ongoing",2014-12-08 00:00:00,2014-12-08 00:00:00
2711046,235411,21829,"SH","6684","On Site Visit - Ongoing",2014-08-19 00:00:00,2014-08-19 00:00:00
2711047,235412,21829,"SH","7842","On Site Visit - Ongoing",2014-09-09 00:00:00,2014-09-11 00:00:00
2711048,235413,21829,"SH","5161","On Site Visit - Ongoing",2014-07-28 00:00:00,2014-07-28 00:00:00
2711049,235414,21829,"SH","11760","On Site Visit - Ongoing",2014-12-29 00:00:00,2014-12-30 00:00:00
2711050,235417,21829,"SH","11195","On Site Visit - Ongoing",2014-12-23 00:00:00,2014-12-23 00:00:00
2711051,235422,21829,"SH","16641","On Site Visit - Ongoing",2015-04-13 00:00:00,2015-04-13 00:00:00
2711052,235424,21829,"SH","20420","On Site Visit - Ongoing",2015-06-25 00:00:00,2015-06-25 00:00:00
2711053,235426,21829,"SH","9553","On Site Visit - Ongoing",2014-10-22 00:00:00,2014-10-22 00:00:00
2711054,235427,21829,"SH","13967","On Site Visit - Ongoing",2015-02-12 00:00:00,2015-02-12 00:00:00
2711055,235429,21829,"SH","5988","On Site Visit - Ongoing",2014-08-04 00:00:00,2014-08-04 00:00:00
2711056,235430,21829,"SH","10975","On Site Visit - Ongoing",2014-12-10 00:00:00,2014-12-11 00:00:00
2711057,235433,21829,"SH","11150","On Site Visit - Ongoing",2014-12-16 00:00:00,2014-12-16 00:00:00
2711058,235434,21829,"SH","15051","On Site Visit - Ongoing",2015-03-13 00:00:00,2015-03-13 00:00:00
2712238,236347,21829,"SH","15604","On Site Visit - Ongoing",2015-03-24 00:00:00,2015-03-24 00:00:00
2712239,236349,21829,"SH","9208","On Site Visit - Ongoing",2014-10-14 00:00:00,2014-10-15 00:00:00
2712240,236351,21829,"SH","14444","On Site Visit - Ongoing",2015-02-17 00:00:00,2015-02-17 00:00:00
2712241,236353,21829,"SH","8067","On Site Visit - Ongoing",2014-09-30 00:00:00,2014-09-30 00:00:00
2712242,236357,21829,"SH","14627","On Site Visit - Ongoing",2015-02-25 00:00:00,2015-02-25 00:00:00
2712244,236364,21829,"SH","18601","On Site Visit - Ongoing",2015-05-27 00:00:00,2015-05-27 00:00:00
2712248,236369,21829,"SH","10729","On Site Visit - Ongoing",2014-12-04 00:00:00,2014-12-04 00:00:00
2711059,235436,21829,"SH","9067","On Site Visit - Ongoing",2014-10-09 00:00:00,2014-10-10 00:00:00
2711060,235439,21829,"SH","8725","On Site Visit - Ongoing",2014-09-30 00:00:00,2014-10-01 00:00:00
2711061,235440,21829,"SH","4819","On Site Visit - Ongoing",2014-07-09 00:00:00,2014-07-09 00:00:00
2711062,235441,21829,"SH","6419","On Site Visit - Ongoing",2014-08-13 00:00:00,2014-08-14 00:00:00
2711063,235445,21829,"SH","3744","On Site Visit - Ongoing",2014-05-19 00:00:00,2014-05-19 00:00:00
2711064,235458,21829,"SH","10008","On Site Visit - Ongoing",2014-11-10 00:00:00,2014-11-10 00:00:00
2711065,235460,21829,"SH","4815","On Site Visit - Ongoing",2014-07-15 00:00:00,2014-07-15 00:00:00
2711066,235462,21829,"SH","10620","On Site Visit - Ongoing",2014-11-25 00:00:00,2014-11-25 00:00:00
2711067,235493,21829,"SH","18699","On Site Visit - Ongoing",2015-05-21 00:00:00,2015-05-21 00:00:00
2712250,236372,21829,"SH","13395","On Site Visit - Ongoing",2015-02-11 00:00:00,2015-02-11 00:00:00
2712251,236375,21829,"SH","12569","On Site Visit - Ongoing",2015-01-26 00:00:00,2015-01-30 00:00:00
2712252,236382,21829,"SH","20969","On Site Visit - Ongoing",2015-07-09 00:00:00,2015-07-09 00:00:00
2712253,236383,21829,"SH","14118","On Site Visit - Ongoing",2015-02-23 00:00:00,2015-02-24 00:00:00
2712254,236384,21829,"SH","14405","On Site Visit - Ongoing",2015-02-24 00:00:00,2015-02-24 00:00:00
2712255,236385,21829,"SH","11572","On Site Visit - Ongoing",2014-12-30 00:00:00,2014-12-30 00:00:00
2712256,236386,21829,"SH","21099","On Site Visit - Ongoing",2015-07-14 00:00:00,2015-07-14 00:00:00
2712257,236388,21829,"SH","14561","On Site Visit - Ongoing",2015-03-03 00:00:00,2015-03-03 00:00:00
2712258,236390,21829,"SH","21427","On Site Visit - Ongoing",2015-07-15 00:00:00,2015-07-15 00:00:00
2712259,236391,21829,"SH","10934","On Site Visit - Ongoing",2014-12-10 00:00:00,2014-12-10 00:00:00
2711200,235496,21829,"SH","17791","On Site Visit - Ongoing",2015-04-24 00:00:00,2015-04-24 00:00:00
2711201,235499,21829,"SH","10725","On Site Visit - Ongoing",2014-12-01 00:00:00,2014-12-01 00:00:00
2711202,235500,21829,"SH","19159","On Site Visit - Ongoing",2015-06-05 00:00:00,2015-06-05 00:00:00
2711203,235502,21829,"SH","12941","On Site Visit - Ongoing",2015-01-29 00:00:00,2015-01-29 00:00:00
2711204,235503,21829,"SH","14411","On Site Visit - Ongoing",2015-02-23 00:00:00,2015-02-23 00:00:00
2711205,235516,21829,"SH","15239","On Site Visit - Ongoing",2015-03-10 00:00:00,2015-03-10 00:00:00
2711206,235516,21829,"SH","16812","On Site Visit - Ongoing",2015-04-08 00:00:00,2015-04-09 00:00:00
2711207,235517,21829,"SH","9073","On Site Visit - Ongoing",2014-10-22 00:00:00,2014-10-23 00:00:00
2711208,235518,21829,"SH","10836","On Site Visit - Ongoing",2014-12-08 00:00:00,2014-12-09 00:00:00
2711209,235519,21829,"SH","10479","On Site Visit - Ongoing",2014-11-25 00:00:00,2014-11-25 00:00:00
2711210,235520,21829,"SH","17165","On Site Visit - Ongoing",2015-04-16 00:00:00,2015-04-16 00:00:00
2711211,235521,21829,"SH","6275","On Site Visit - Ongoing",2014-08-14 00:00:00,2014-08-14 00:00:00
2711212,235522,21829,"SH","14414","On Site Visit - Ongoing",2015-02-27 00:00:00,2015-02-27 00:00:00
2711213,235523,21829,"SH","9300","On Site Visit - Ongoing",2014-10-29 00:00:00,2014-10-30 00:00:00
