"HM_GL_IN_OVERSIGHT_REPORTS_ID","HM_SITE_ID","HM_STUDY_ID","REPORT_SOURCE","REPORT_ID","REPORT_TYPE","REPORT_START_DATE","REPORT_END_DATE"
2699782,159842,19659,"PSQRV","8837","PSQRV",2012-02-23 00:00:00,2012-02-24 00:00:00
2701899,173991,20123,"PSQRV","5702","PSQRV",2013-06-27 00:00:00,2013-06-27 00:00:00
2701900,173991,20123,"PSQRV","5701","PSQRV",2012-02-08 00:00:00,2012-02-08 00:00:00
2707958,173991,20123,"SH","11356","On Site Visit - Ongoing",2014-12-19 00:00:00,2014-12-19 00:00:00
2701901,173992,20123,"PSQRV","5705","PSQRV",2013-07-05 00:00:00,2013-07-05 00:00:00
2707837,175451,20123,"SH","4291","On Site Visit - Ongoing",2014-06-17 00:00:00,2014-06-17 00:00:00
2701538,175365,20123,"PSQRV","15278","PSQRV",2013-10-25 00:00:00,2013-10-25 00:00:00
2701539,175365,20123,"PSQRV","5736","PSQRV",2013-07-23 00:00:00,2013-07-23 00:00:00
2701540,175365,20123,"PSQRV","5735","PSQRV",2013-05-09 00:00:00,2013-05-09 00:00:00
2701541,175365,20123,"PSQRV","5734","PSQRV",2013-01-23 00:00:00,2013-01-24 00:00:00
2707786,175365,20123,"SH","7398","On Site Visit - Ongoing",2014-08-26 00:00:00,2014-08-27 00:00:00
2701555,175373,20123,"PSQRV","5758","PSQRV",2013-06-03 00:00:00,2013-06-03 00:00:00
2701556,175373,20123,"PSQRV","5757","PSQRV",2012-09-28 00:00:00,2012-09-28 00:00:00
2707842,175493,20123,"SH","1162","On Site Visit - Ongoing",2014-02-13 00:00:00,2014-02-13 00:00:00
2707843,175494,20123,"SH","8151","On Site Visit - Ongoing",2014-09-29 00:00:00,2014-09-29 00:00:00
2701669,175523,20123,"PSQRV","5764","PSQRV",2013-06-19 00:00:00,2013-06-19 00:00:00
2701670,175523,20123,"PSQRV","5763","PSQRV",2012-10-24 00:00:00,2012-10-26 00:00:00
2700561,174282,20123,"PSQRV","5715","PSQRV",2012-12-18 00:00:00,2012-12-18 00:00:00
2707454,174282,20123,"SH","3014","On Site Visit - Ongoing",2014-04-22 00:00:00,2014-04-22 00:00:00
2700939,174748,20123,"PSQRV","5718","PSQRV",2012-07-10 00:00:00,2012-07-10 00:00:00
2703172,213324,20123,"PSQRV","5773","PSQRV",2012-05-03 00:00:00,2012-05-03 00:00:00
2703173,213324,20123,"PSQRV","5772","PSQRV",2011-12-20 00:00:00,2011-12-20 00:00:00
2703174,213325,20123,"PSQRV","5774","PSQRV",2012-04-26 00:00:00,2012-04-26 00:00:00
2703228,213487,20123,"PSQRV","5775","PSQRV",2012-01-23 00:00:00,2012-01-23 00:00:00
2708349,215693,20123,"SH","3991","On Site Visit - Ongoing",2014-06-10 00:00:00,2014-06-11 00:00:00
2703699,215224,20123,"PSQRV","5792","PSQRV",2012-05-16 00:00:00,2012-05-16 00:00:00
2708229,215224,20123,"SH","11887","On Site Visit - Ongoing",2015-01-13 00:00:00,2015-01-13 00:00:00
2703461,218717,20123,"PSQRV","15280","PSQRV",2013-10-18 00:00:00,2013-10-18 00:00:00
2703462,218717,20123,"PSQRV","5804","PSQRV",2012-07-05 00:00:00,2012-07-06 00:00:00
2703558,220811,20123,"PSQRV","5814","PSQRV",2012-06-04 00:00:00,2012-06-05 00:00:00
2703568,215106,20123,"PSQRV","5787","PSQRV",2012-05-14 00:00:00,2012-05-16 00:00:00
2703385,214080,20123,"PSQRV","5779","PSQRV",2012-07-10 00:00:00,2012-07-11 00:00:00
2708209,215180,20123,"SH","902","On Site Visit - Ongoing",2014-01-23 00:00:00,2014-01-23 00:00:00
2703599,215196,20123,"PSQRV","5791","PSQRV",2013-10-03 00:00:00,2013-10-03 00:00:00
2703600,215196,20123,"PSQRV","5790","PSQRV",2012-04-10 00:00:00,2012-04-12 00:00:00
2714356,245944,26122,"SH","13957","On Site Visit - Ongoing",2015-02-18 00:00:00,2015-02-18 00:00:00
2713977,245907,26122,"SH","17890","On Site Visit - Ongoing",2015-04-27 00:00:00,2015-04-28 00:00:00
2713978,245908,26122,"SH","21857","On Site Visit - Ongoing",2015-07-30 00:00:00,2015-07-31 00:00:00
2714001,245909,26122,"SH","18122","On Site Visit - Ongoing",2015-05-15 00:00:00,2015-05-15 00:00:00
2714896,245969,26122,"SH","9552","On Site Visit - Ongoing",2014-11-05 00:00:00,2014-11-05 00:00:00
2714642,246083,26537,"SH","10714","On Site Visit - Ongoing",2014-12-02 00:00:00,2014-12-03 00:00:00
2714643,246085,26537,"SH","18377","On Site Visit - Ongoing",2015-05-06 00:00:00,2015-05-06 00:00:00
2714644,246088,26537,"SH","23874","On Site Visit - Ongoing",2018-02-16 06:23:00,2018-02-16 06:23:00
2714645,246088,26537,"SH","16098","On Site Visit - Ongoing",2015-03-27 00:00:00,2015-03-27 00:00:00
2713886,246105,26537,"SH","21442","On Site Visit - Ongoing",2015-07-08 00:00:00,2015-07-09 00:00:00
2711544,233661,25460,"SH","16243","On Site Visit - Ongoing",2015-04-01 00:00:00,2015-04-01 00:00:00
2711545,233662,25460,"SH","20748","On Site Visit - Ongoing",2015-06-22 00:00:00,2015-06-23 00:00:00
2711546,233664,25460,"SH","17699","On Site Visit - Ongoing",2015-04-20 00:00:00,2015-04-21 00:00:00
2711547,233665,25460,"SH","10931","On Site Visit - Ongoing",2014-12-11 00:00:00,2014-12-11 00:00:00
2711548,233666,25460,"SH","16960","On Site Visit - Ongoing",2015-04-15 00:00:00,2015-04-15 00:00:00
2711549,233666,25460,"SH","4562","On Site Visit - Ongoing",2014-07-04 00:00:00,2014-07-04 00:00:00
2711550,233667,25460,"SH","11997","On Site Visit - Ongoing",2015-01-15 00:00:00,2015-01-15 00:00:00
2711551,233669,25460,"SH","11332","On Site Visit - Ongoing",2014-12-29 00:00:00,2014-12-29 00:00:00
2711552,233673,25460,"SH","18480","On Site Visit - Ongoing",2015-05-21 00:00:00,2015-05-22 00:00:00
2711553,233673,25460,"SH","5086","On Site Visit - Ongoing",2014-07-24 00:00:00,2014-07-25 00:00:00
2711554,233674,25460,"SH","11044","On Site Visit - Ongoing",2014-12-18 00:00:00,2014-12-18 00:00:00
2711555,233676,25460,"SH","20940","On Site Visit - Ongoing",2015-07-09 00:00:00,2015-07-09 00:00:00
2711556,233677,25460,"SH","11015","On Site Visit - Ongoing",2014-12-10 00:00:00,2014-12-11 00:00:00
2711557,233678,25460,"SH","22083","On Site Visit - Ongoing",2015-07-21 00:00:00,2015-07-21 00:00:00
2711558,233680,25460,"SH","9759","On Site Visit - Ongoing",2014-11-05 00:00:00,2014-11-05 00:00:00
2711559,233682,25460,"SH","10356","On Site Visit - Ongoing",2014-11-19 00:00:00,2014-11-20 00:00:00
2711560,233683,25460,"SH","18017","On Site Visit - Ongoing",2015-05-08 00:00:00,2015-05-08 00:00:00
2711561,233684,25460,"SH","4912","On Site Visit - Ongoing",2014-07-07 00:00:00,2014-07-07 00:00:00
2711562,233685,25460,"SH","1891","On Site Visit - Ongoing",2014-03-13 00:00:00,2014-03-13 00:00:00
2711563,233687,25460,"SH","2120","On Site Visit - Ongoing",2014-03-11 00:00:00,2014-03-11 00:00:00
2711564,233688,25460,"SH","8894","On Site Visit - Ongoing",2014-10-20 00:00:00,2014-10-20 00:00:00
2711565,233689,25460,"SH","3795","On Site Visit - Ongoing",2014-05-19 00:00:00,2014-05-20 00:00:00
2711566,233690,25460,"SH","7110","On Site Visit - Ongoing",2014-08-14 00:00:00,2014-08-14 00:00:00
2711567,233690,25460,"SH","3948","On Site Visit - Ongoing",2014-05-29 00:00:00,2014-05-30 00:00:00
2711568,233691,25460,"SH","18405","On Site Visit - Ongoing",2015-05-05 00:00:00,2015-05-06 00:00:00
2711569,233691,25460,"SH","9227","On Site Visit - Ongoing",2014-10-14 00:00:00,2014-10-15 00:00:00
2711570,233692,25460,"SH","8376","On Site Visit - Ongoing",2014-08-20 00:00:00,2014-08-20 00:00:00
2711571,233692,25460,"SH","1465","On Site Visit - Ongoing",2014-01-14 00:00:00,2014-01-14 00:00:00
2711572,233694,25460,"SH","2016","On Site Visit - Ongoing",2014-03-06 00:00:00,2014-03-06 00:00:00
2711573,233696,25460,"SH","5547","On Site Visit - Ongoing",2014-07-10 00:00:00,2014-07-11 00:00:00
2711574,233696,25460,"SH","1883","On Site Visit - Ongoing",2014-02-20 00:00:00,2014-02-21 00:00:00
2711575,233697,25460,"SH","3092","On Site Visit - Ongoing",2014-04-15 00:00:00,2014-04-15 00:00:00
2711576,233699,25460,"SH","3053","On Site Visit - Ongoing",2014-04-15 00:00:00,2014-04-15 00:00:00
2711577,233702,25460,"SH","4416","On Site Visit - Ongoing",2014-06-30 00:00:00,2014-06-30 00:00:00
2711578,233704,25460,"SH","1848","On Site Visit - Ongoing",2014-03-05 00:00:00,2014-03-05 00:00:00
2711579,233705,25460,"SH","11364","On Site Visit - Ongoing",2014-12-18 00:00:00,2014-12-18 00:00:00
2711580,233706,25460,"SH","5779","On Site Visit - Ongoing",2014-07-16 00:00:00,2014-07-17 00:00:00
2711581,233706,25460,"SH","2875","On Site Visit - Ongoing",2014-04-15 00:00:00,2014-04-16 00:00:00
2711582,233707,25460,"SH","6943","On Site Visit - Ongoing",2014-09-03 00:00:00,2014-09-03 00:00:00
2711583,233709,25460,"SH","9314","On Site Visit - Ongoing",2014-10-28 00:00:00,2014-10-28 00:00:00
2711584,233709,25460,"SH","2051","On Site Visit - Ongoing",2014-03-18 00:00:00,2014-03-18 00:00:00
2711585,233712,25460,"SH","15937","On Site Visit - Ongoing",2015-03-17 00:00:00,2015-03-17 00:00:00
2711586,233713,25460,"SH","7303","On Site Visit - Ongoing",2014-09-09 00:00:00,2014-09-09 00:00:00
2711587,233714,25460,"SH","1350","On Site Visit - Ongoing",2014-02-24 00:00:00,2014-02-24 00:00:00
2711588,233716,25460,"SH","3778","On Site Visit - Ongoing",2014-05-28 00:00:00,2014-05-28 00:00:00
2711589,233717,25460,"SH","5264","On Site Visit - Ongoing",2014-07-09 00:00:00,2014-07-09 00:00:00
2711590,233718,25460,"SH","17316","On Site Visit - Ongoing",2015-04-22 00:00:00,2015-04-22 00:00:00
2711591,233720,25460,"SH","5325","On Site Visit - Ongoing",2014-07-29 00:00:00,2014-07-30 00:00:00
2711592,233723,25460,"SH","1156","On Site Visit - Ongoing",2014-02-04 00:00:00,2014-02-05 00:00:00
2711593,233725,25460,"SH","9265","On Site Visit - Ongoing",2014-10-29 00:00:00,2014-10-30 00:00:00
2711594,233726,25460,"SH","17763","On Site Visit - Ongoing",2015-04-23 00:00:00,2015-04-23 00:00:00
2711595,233727,25460,"SH","10689","On Site Visit - Ongoing",2014-11-26 00:00:00,2014-11-26 00:00:00
2711597,233731,25460,"SH","3788","On Site Visit - Ongoing",2014-05-22 00:00:00,2014-05-22 00:00:00
2711600,233739,25460,"SH","15635","On Site Visit - Ongoing",2015-03-25 00:00:00,2015-03-25 00:00:00
2711602,233744,25460,"SH","20423","On Site Visit - Ongoing",2015-06-17 00:00:00,2015-06-17 00:00:00
2711687,233766,25460,"SH","2703","On Site Visit - Ongoing",2014-04-01 00:00:00,2014-04-01 00:00:00
2711691,233773,25460,"SH","7768","On Site Visit - Ongoing",2014-09-18 00:00:00,2014-09-18 00:00:00
2711692,233774,25460,"SH","8967","On Site Visit - Ongoing",2014-10-07 00:00:00,2014-10-08 00:00:00
2711693,233775,25460,"SH","7479","On Site Visit - Ongoing",2014-09-08 00:00:00,2014-09-08 00:00:00
2711694,233778,25460,"SH","16838","On Site Visit - Ongoing",2015-04-13 00:00:00,2015-04-16 00:00:00
2711695,233779,25460,"SH","11043","On Site Visit - Ongoing",2014-12-09 00:00:00,2014-12-10 00:00:00
2711696,233780,25460,"SH","11363","On Site Visit - Ongoing",2014-12-17 00:00:00,2014-12-17 00:00:00
2711697,233781,25460,"SH","18453","On Site Visit - Ongoing",2015-05-22 00:00:00,2015-05-22 00:00:00
2711698,233783,25460,"SH","4381","On Site Visit - Ongoing",2014-06-24 00:00:00,2014-06-24 00:00:00
2711699,233786,25460,"SH","18952","On Site Visit - Ongoing",2015-05-20 00:00:00,2015-05-20 00:00:00
2711700,233786,25460,"SH","15471","On Site Visit - Ongoing",2015-03-12 00:00:00,2015-03-13 00:00:00
2711701,233790,25460,"SH","17450","On Site Visit - Ongoing",2015-04-23 00:00:00,2015-04-23 00:00:00
2711702,233791,25460,"SH","11041","On Site Visit - Ongoing",2014-12-08 00:00:00,2014-12-08 00:00:00
2711703,233792,25460,"SH","9319","On Site Visit - Ongoing",2014-10-16 00:00:00,2014-10-16 00:00:00
2711704,233792,25460,"SH","5623","On Site Visit - Ongoing",2014-08-06 00:00:00,2014-08-06 00:00:00
2711705,233794,25460,"SH","19469","On Site Visit - Ongoing",2015-06-11 00:00:00,2015-06-11 00:00:00
2711706,233796,25460,"SH","4430","On Site Visit - Ongoing",2014-06-26 00:00:00,2014-06-26 00:00:00
2711707,233797,25460,"SH","3789","On Site Visit - Ongoing",2014-05-28 00:00:00,2014-05-28 00:00:00
2711713,233806,25460,"SH","8553","On Site Visit - Ongoing",2014-10-09 00:00:00,2014-10-09 00:00:00
2711714,233807,25460,"SH","7502","On Site Visit - Ongoing",2014-08-27 00:00:00,2014-09-03 00:00:00
2711715,233809,25460,"SH","19820","On Site Visit - Ongoing",2015-06-18 00:00:00,2015-06-19 00:00:00
2711716,233809,25460,"SH","15625","On Site Visit - Ongoing",2015-03-13 00:00:00,2015-03-13 00:00:00
2711717,233811,25460,"SH","10733","On Site Visit - Ongoing",2014-12-01 00:00:00,2014-12-02 00:00:00
2711719,233813,25460,"SH","8048","On Site Visit - Ongoing",2014-09-23 00:00:00,2014-09-24 00:00:00
2711720,233813,25460,"SH","1770","On Site Visit - Ongoing",2014-03-04 00:00:00,2014-03-04 00:00:00
2711721,233814,25460,"SH","9058","On Site Visit - Ongoing",2014-10-09 00:00:00,2014-10-09 00:00:00
2711730,233832,25460,"SH","3982","On Site Visit - Ongoing",2014-06-10 00:00:00,2014-06-10 00:00:00
2711731,233834,25460,"SH","9947","On Site Visit - Ongoing",2014-10-13 00:00:00,2014-10-13 00:00:00
2711732,233835,25460,"SH","8530","On Site Visit - Ongoing",2014-08-27 00:00:00,2014-08-27 00:00:00
2711733,233836,25460,"SH","13979","On Site Visit - Ongoing",2015-02-12 00:00:00,2015-02-13 00:00:00
2711734,233836,25460,"SH","3832","On Site Visit - Ongoing",2014-05-14 00:00:00,2014-05-15 00:00:00
2711735,233839,25460,"SH","4518","On Site Visit - Ongoing",2014-06-05 00:00:00,2014-06-05 00:00:00
2711736,233840,25460,"SH","3696","On Site Visit - Ongoing",2014-05-20 00:00:00,2014-05-20 00:00:00
2711737,233841,25460,"SH","9325","On Site Visit - Ongoing",2014-10-07 00:00:00,2014-10-07 00:00:00
2711738,233842,25460,"SH","1804","On Site Visit - Ongoing",2014-03-12 00:00:00,2014-03-12 00:00:00
2711739,233843,25460,"SH","18019","On Site Visit - Ongoing",2015-05-11 00:00:00,2015-05-11 00:00:00
2711740,233845,25460,"SH","12385","On Site Visit - Ongoing",2015-01-14 00:00:00,2015-01-14 00:00:00
2711741,233845,25460,"SH","3598","On Site Visit - Ongoing",2014-05-08 00:00:00,2014-05-09 00:00:00
2711748,233896,25460,"SH","8189","On Site Visit - Ongoing",2014-09-30 00:00:00,2014-09-30 00:00:00
2712170,234203,25460,"SH","12150","On Site Visit - Ongoing",2015-01-13 00:00:00,2015-01-13 00:00:00
2712173,234209,25460,"SH","3435","On Site Visit - Ongoing",2014-04-30 00:00:00,2014-05-01 00:00:00
2712189,234230,25460,"SH","10232","On Site Visit - Ongoing",2014-11-04 00:00:00,2014-11-04 00:00:00
2711354,233603,25460,"SH","22471","On Site Visit - Ongoing",2015-07-27 00:00:00,2015-07-28 00:00:00
2711355,233608,25460,"SH","18964","On Site Visit - Ongoing",2015-05-26 00:00:00,2015-05-28 00:00:00
2711356,233608,25460,"SH","4484","On Site Visit - Ongoing",2014-07-02 00:00:00,2014-07-02 00:00:00
2714579,247697,25460,"SH","18107","On Site Visit - Ongoing",2015-05-06 00:00:00,2015-05-06 00:00:00
2714592,246523,25460,"SH","18722","On Site Visit - Ongoing",2015-05-21 00:00:00,2015-05-21 00:00:00
2714450,249405,25460,"SH","18131","On Site Visit - Ongoing",2015-05-06 00:00:00,2015-05-06 00:00:00
2714595,247001,25460,"SH","19525","On Site Visit - Ongoing",2015-04-01 00:00:00,2015-04-01 00:00:00
2714596,247002,25460,"SH","20224","On Site Visit - Ongoing",2015-06-25 00:00:00,2015-06-25 00:00:00
2714204,244115,25460,"SH","16040","On Site Visit - Ongoing",2015-03-18 00:00:00,2015-03-18 00:00:00
2714487,249688,25460,"SH","21445","On Site Visit - Ongoing",2015-07-24 00:00:00,2015-07-24 00:00:00
2714622,246838,25460,"SH","20693","On Site Visit - Ongoing",2015-06-29 00:00:00,2015-06-29 00:00:00
2714623,246840,25460,"SH","16130","On Site Visit - Ongoing",2015-04-02 00:00:00,2015-04-02 00:00:00
2714067,246747,25460,"SH","18082","On Site Visit - Ongoing",2015-05-05 00:00:00,2015-05-05 00:00:00
2714068,246749,25460,"SH","15874","On Site Visit - Ongoing",2015-03-30 00:00:00,2015-03-30 00:00:00
2714540,246036,25460,"SH","14269","On Site Visit - Ongoing",2015-02-25 00:00:00,2015-02-26 00:00:00
2714340,245208,25460,"SH","16083","On Site Visit - Ongoing",2015-04-02 00:00:00,2015-04-02 00:00:00
2713985,245644,25460,"SH","17734","On Site Visit - Ongoing",2015-03-12 00:00:00,2015-03-12 00:00:00
2712697,239197,25460,"SH","2650","On Site Visit - Ongoing",2014-04-10 00:00:00,2014-04-10 00:00:00
2712698,239198,25460,"SH","10745","On Site Visit - Ongoing",2014-12-02 00:00:00,2014-12-02 00:00:00
2712699,239198,25460,"SH","3140","On Site Visit - Ongoing",2014-04-28 00:00:00,2014-04-29 00:00:00
2712700,239199,25460,"SH","10662","On Site Visit - Ongoing",2014-12-02 00:00:00,2014-12-02 00:00:00
2712701,239199,25460,"SH","2326","On Site Visit - Ongoing",2014-03-18 00:00:00,2014-03-18 00:00:00
2712702,239200,25460,"SH","4461","On Site Visit - Ongoing",2014-06-25 00:00:00,2014-06-25 00:00:00
2712703,239201,25460,"SH","3466","On Site Visit - Ongoing",2014-05-14 00:00:00,2014-05-14 00:00:00
2712704,239202,25460,"SH","4414","On Site Visit - Ongoing",2014-06-20 00:00:00,2014-06-20 00:00:00
2712705,239202,25460,"SH","2490","On Site Visit - Ongoing",2014-03-25 00:00:00,2014-03-25 00:00:00
2712706,239203,25460,"SH","9715","On Site Visit - Ongoing",2014-09-17 00:00:00,2014-09-17 00:00:00
2712709,239208,25460,"SH","15225","On Site Visit - Ongoing",2015-03-03 00:00:00,2015-03-03 00:00:00
2714040,246660,25460,"SH","15565","On Site Visit - Ongoing",2015-03-11 00:00:00,2015-03-12 00:00:00
2712725,239254,25460,"SH","8077","On Site Visit - Ongoing",2014-09-30 00:00:00,2014-09-30 00:00:00
2712726,239255,25460,"SH","4409","On Site Visit - Ongoing",2014-06-24 00:00:00,2014-06-24 00:00:00
2712727,239259,25460,"SH","10673","On Site Visit - Ongoing",2014-12-04 00:00:00,2014-12-04 00:00:00
2712728,239261,25460,"SH","10529","On Site Visit - Ongoing",2014-11-19 00:00:00,2014-11-19 00:00:00
2712729,239262,25460,"SH","5993","On Site Visit - Ongoing",2014-07-29 00:00:00,2014-07-29 00:00:00
2712730,239263,25460,"SH","4614","On Site Visit - Ongoing",2014-06-25 00:00:00,2014-06-26 00:00:00
2712731,239264,25460,"SH","4117","On Site Visit - Ongoing",2014-06-11 00:00:00,2014-06-11 00:00:00
2712732,239265,25460,"SH","15597","On Site Visit - Ongoing",2015-03-11 00:00:00,2015-03-11 00:00:00
2712733,239266,25460,"SH","6124","On Site Visit - Ongoing",2014-07-21 00:00:00,2014-07-21 00:00:00
2712734,239267,25460,"SH","6834","On Site Visit - Ongoing",2014-08-18 00:00:00,2014-08-18 00:00:00
2712735,239268,25460,"SH","3461","On Site Visit - Ongoing",2014-05-19 00:00:00,2014-05-19 00:00:00
2712736,239269,25460,"SH","14913","On Site Visit - Ongoing",2015-03-10 00:00:00,2015-03-10 00:00:00
2712737,239270,25460,"SH","6350","On Site Visit - Ongoing",2014-08-12 00:00:00,2014-08-12 00:00:00
2713373,238496,25460,"SH","17384","On Site Visit - Ongoing",2015-04-13 00:00:00,2015-04-14 00:00:00
2713374,238498,25460,"SH","11148","On Site Visit - Ongoing",2014-12-08 00:00:00,2014-12-09 00:00:00
2713375,238499,25460,"SH","16067","On Site Visit - Ongoing",2015-03-23 00:00:00,2015-03-24 00:00:00
2713376,238500,25460,"SH","16841","On Site Visit - Ongoing",2015-03-25 00:00:00,2015-04-09 00:00:00
2713377,238505,25460,"SH","13476","On Site Visit - Ongoing",2015-01-29 00:00:00,2015-01-30 00:00:00
2713390,238534,25460,"SH","2958","On Site Visit - Ongoing",2014-04-10 00:00:00,2014-04-10 00:00:00
2713391,238535,25460,"SH","582","On Site Visit - Ongoing",2014-01-14 00:00:00,2014-01-16 00:00:00
2713392,238538,25460,"SH","8515","On Site Visit - Ongoing",2014-10-08 00:00:00,2014-10-08 00:00:00
2713393,238539,25460,"SH","8536","On Site Visit - Ongoing",2014-09-11 00:00:00,2014-09-12 00:00:00
2713394,238540,25460,"SH","3253","On Site Visit - Ongoing",2014-04-29 00:00:00,2014-04-29 00:00:00
2713395,238543,25460,"SH","6123","On Site Visit - Ongoing",2014-07-16 00:00:00,2014-07-16 00:00:00
2713396,238544,25460,"SH","13076","On Site Visit - Ongoing",2015-01-27 00:00:00,2015-01-27 00:00:00
2713397,238544,25460,"SH","2869","On Site Visit - Ongoing",2014-04-01 00:00:00,2014-04-02 00:00:00
2713398,238546,25460,"SH","5777","On Site Visit - Ongoing",2014-07-23 00:00:00,2014-07-24 00:00:00
2713399,238546,25460,"SH","2083","On Site Visit - Ongoing",2014-03-05 00:00:00,2014-03-06 00:00:00
2713400,238547,25460,"SH","6126","On Site Visit - Ongoing",2014-08-13 00:00:00,2014-08-13 00:00:00
2713401,238548,25460,"SH","9716","On Site Visit - Ongoing",2014-09-18 00:00:00,2014-09-18 00:00:00
2713402,238549,25460,"SH","6889","On Site Visit - Ongoing",2014-08-19 00:00:00,2014-08-19 00:00:00
2712807,239460,25460,"SH","4195","On Site Visit - Ongoing",2014-06-16 00:00:00,2014-06-16 00:00:00
2712808,239461,25460,"SH","2943","On Site Visit - Ongoing",2014-04-08 00:00:00,2014-04-09 00:00:00
2712809,239462,25460,"SH","5028","On Site Visit - Ongoing",2014-07-22 00:00:00,2014-07-22 00:00:00
2712810,239463,25460,"SH","4525","On Site Visit - Ongoing",2014-06-06 00:00:00,2014-06-06 00:00:00
2713422,241072,25460,"SH","8206","On Site Visit - Ongoing",2014-09-24 00:00:00,2014-09-24 00:00:00
2713441,241345,25460,"SH","7499","On Site Visit - Ongoing",2014-09-02 00:00:00,2014-09-02 00:00:00
2713442,241346,25460,"SH","10540","On Site Visit - Ongoing",2014-11-20 00:00:00,2014-11-20 00:00:00
2713443,241347,25460,"SH","4274","On Site Visit - Ongoing",2014-06-18 00:00:00,2014-06-18 00:00:00
2713446,240430,25460,"SH","6094","On Site Visit - Ongoing",2014-08-12 00:00:00,2014-08-12 00:00:00
2713447,240431,25460,"SH","17739","On Site Visit - Ongoing",2015-04-15 00:00:00,2015-04-15 00:00:00
2713448,240431,25460,"SH","9072","On Site Visit - Ongoing",2014-09-24 00:00:00,2014-09-24 00:00:00
2712902,239716,25460,"SH","17348","On Site Visit - Ongoing",2015-04-27 00:00:00,2015-04-28 00:00:00
2712903,239719,25460,"SH","3825","On Site Visit - Ongoing",2014-05-22 00:00:00,2014-05-22 00:00:00
2712918,239789,25460,"SH","4809","On Site Visit - Ongoing",2014-07-14 00:00:00,2014-07-14 00:00:00
2712919,239790,25460,"SH","4519","On Site Visit - Ongoing",2014-06-04 00:00:00,2014-06-04 00:00:00
2712920,239791,25460,"SH","17868","On Site Visit - Ongoing",2015-05-06 00:00:00,2015-05-07 00:00:00
2712921,239791,25460,"SH","4205","On Site Visit - Ongoing",2014-06-17 00:00:00,2014-06-17 00:00:00
2712922,239792,25460,"SH","3116","On Site Visit - Ongoing",2014-05-01 00:00:00,2014-05-01 00:00:00
2712928,239818,25460,"SH","12823","On Site Visit - Ongoing",2015-01-28 00:00:00,2015-01-28 00:00:00
2713474,241257,25460,"SH","10794","On Site Visit - Ongoing",2014-12-10 00:00:00,2014-12-10 00:00:00
2713885,246101,25460,"SH","14268","On Site Visit - Ongoing",2015-02-24 00:00:00,2015-02-24 00:00:00
2713022,239973,25460,"SH","15412","On Site Visit - Ongoing",2015-01-28 00:00:00,2015-01-29 00:00:00
2713023,239975,25460,"SH","3798","On Site Visit - Ongoing",2014-05-23 00:00:00,2014-05-23 00:00:00
2713024,239976,25460,"SH","17741","On Site Visit - Ongoing",2015-04-03 00:00:00,2015-04-03 00:00:00
2713025,239976,25460,"SH","9966","On Site Visit - Ongoing",2014-10-02 00:00:00,2014-10-03 00:00:00
2713026,239976,25460,"SH","9950","On Site Visit - Ongoing",2014-10-31 00:00:00,2014-10-31 00:00:00
2713027,239976,25460,"SH","9713","On Site Visit - Ongoing",2014-09-10 00:00:00,2014-09-12 00:00:00
2713028,239976,25460,"SH","4716","On Site Visit - Ongoing",2014-06-26 00:00:00,2014-06-27 00:00:00
2713497,240483,25460,"SH","8598","On Site Visit - Ongoing",2014-10-08 00:00:00,2014-10-08 00:00:00
2713498,240487,25460,"SH","7563","On Site Visit - Ongoing",2014-09-16 00:00:00,2014-09-16 00:00:00
2713499,240488,25460,"SH","5556","On Site Visit - Ongoing",2014-08-04 00:00:00,2014-08-04 00:00:00
2713500,240489,25460,"SH","6574","On Site Visit - Ongoing",2014-08-13 00:00:00,2014-08-13 00:00:00
2713501,240490,25460,"SH","3560","On Site Visit - Ongoing",2014-05-15 00:00:00,2014-05-15 00:00:00
2713502,240492,25460,"SH","11303","On Site Visit - Ongoing",2014-12-18 00:00:00,2014-12-18 00:00:00
2713505,240497,25460,"SH","3124","On Site Visit - Ongoing",2014-04-17 00:00:00,2014-04-17 00:00:00
2713507,240501,25460,"SH","4822","On Site Visit - Ongoing",2014-07-01 00:00:00,2014-07-01 00:00:00
2713508,240503,25460,"SH","4193","On Site Visit - Ongoing",2014-05-29 00:00:00,2014-05-29 00:00:00
2713509,240505,25460,"SH","9951","On Site Visit - Ongoing",2014-11-04 00:00:00,2014-11-04 00:00:00
2713510,240505,25460,"SH","9946","On Site Visit - Ongoing",2014-10-09 00:00:00,2014-10-09 00:00:00
2713075,237985,25460,"SH","10690","On Site Visit - Ongoing",2014-12-01 00:00:00,2014-12-04 00:00:00
2712539,238769,25460,"SH","14389","On Site Visit - Ongoing",2015-02-17 00:00:00,2015-02-17 00:00:00
2712540,238770,25460,"SH","19332","On Site Visit - Ongoing",2015-06-02 00:00:00,2015-06-02 00:00:00
2712541,238776,25460,"SH","20329","On Site Visit - Ongoing",2015-06-30 00:00:00,2015-06-30 00:00:00
2713150,240165,25460,"SH","7020","On Site Visit - Ongoing",2014-09-03 00:00:00,2014-09-03 00:00:00
2713151,240166,25460,"SH","18306","On Site Visit - Ongoing",2015-05-19 00:00:00,2015-05-19 00:00:00
2714955,244483,25460,"SH","16844","On Site Visit - Ongoing",2015-04-16 00:00:00,2015-04-16 00:00:00
2714956,244485,25460,"SH","11378","On Site Visit - Ongoing",2014-12-09 00:00:00,2014-12-09 00:00:00
2714957,244486,25460,"SH","15521","On Site Visit - Ongoing",2015-03-18 00:00:00,2015-03-18 00:00:00
