"HM_SITE_ID","HM_STUDY_ID","STUDY_SITE_NUMBER","SITE_FSFV_DATE","SITE_FSFV_DATE_DERIVED","SITE_LSLV_DATE","SITE_LSLV_DATE_DERIVED","SITE_STATUS","COUNTRY_NAME","HM_COUNTRY_ID","LAST_MVR_DATE","YN_EXCLUDED","EXCLUDED_REASON","ETL_COMMENTS","YN_PD_EXCLUDED","PD_EXCLUDED_REASON","YN_SAE_EXCLUDED","SAE_EXCLUDED_REASON","YN_RT_EXCLUDED","RT_EXCLUDED_REASON","YN_TL_EXCLUDED","TL_EXCLUDED_REASON","ACTIVE_PATIENT_COUNT"
263949,27403,"1001",2016-08-01,2016-08-01,2016-11-16,2016-11-16,"COMPLETED","UNITED STATES",17,2016-11-14,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
159842,19659,"1004",2009-06-25,2009-06-25,2016-11-22,2016-11-22,"COMPLETED","UNITED STATES",17,2016-12-13,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
173991,20123,"1002",2011-12-13,2011-12-13,2016-01-14,2016-01-14,"COMPLETED","HUNGARY",51,2016-02-01,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
173992,20123,"1003",2011-03-31,2011-03-31,2015-04-14,2015-04-14,"COMPLETED","HUNGARY",51,2015-09-07,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
175451,20123,"1035",2011-03-04,2011-03-04,2013-06-10,2013-06-10,"TERMINATED","KOREA, REPUBLIC OF",24,2014-12-17,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
175365,20123,"1029",2011-03-26,2011-03-26,2016-12-20,2016-12-20,"COMPLETED","JAPAN",82,2017-02-16,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
175373,20123,"1034",2011-08-02,2011-08-02,2013-12-29,2013-12-29,"COMPLETED","JAPAN",82,2015-08-26,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
175493,20123,"1036",2011-03-08,2011-03-08,2015-12-29,2015-12-29,"COMPLETED","KOREA, REPUBLIC OF",24,2016-02-19,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
175494,20123,"1037",2011-02-01,2011-02-01,2012-12-27,2012-12-27,"TERMINATED","KOREA, REPUBLIC OF",24,2014-12-15,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
175523,20123,"1039",2011-04-19,2011-04-19,2014-12-09,2014-12-09,"COMPLETED","JAPAN",82,2015-09-15,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
174282,20123,"1011",2011-06-01,2011-06-01,2014-11-06,2014-11-06,"COMPLETED","HONG KONG",21,2014-12-02,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
174748,20123,"1021",2011-05-23,2011-05-23,2013-05-07,2013-05-07,"TERMINATED","UNITED STATES",17,2015-03-24,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
213324,20123,"1053",2011-11-30,2011-11-30,2014-11-04,2014-11-04,"COMPLETED","UNITED KINGDOM",101,2014-11-17,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
213325,20123,"1054",2011-11-04,2011-11-04,2012-06-24,2012-06-24,"COMPLETED","UNITED KINGDOM",101,2014-11-18,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
213487,20123,"1056",2011-12-01,2011-12-01,2012-05-25,2012-05-25,"COMPLETED","UNITED KINGDOM",101,2015-05-06,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
214553,20123,"1065",2012-02-14,2012-02-13,2014-10-31,2014-10-31,"COMPLETED","CHINA",20,2015-06-11,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
214555,20123,"1067",2011-06-01,2011-06-01,2011-11-18,2011-11-18,"COMPLETED","CHINA",20,2015-09-14,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
217417,20123,"1086",2011-11-14,2011-11-14,2014-10-30,2014-10-30,"COMPLETED","TAIWAN",30,2014-11-10,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
216021,20123,"1082",2011-05-27,2011-05-26,2011-10-27,2011-10-27,"COMPLETED","CHINA",20,2015-04-15,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
215693,20123,"1078",2011-07-14,2011-07-14,2014-10-28,2014-10-28,"COMPLETED","CHINA",20,2015-01-28,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
215224,20123,"1077",2012-02-23,2012-02-23,2013-04-24,2013-04-24,"COMPLETED","UNITED KINGDOM",101,2015-03-03,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
218717,20123,"1090",2012-03-14,2012-03-14,2015-04-07,2015-04-07,"COMPLETED","FRANCE",87,2015-05-12,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
220811,20123,"1105",2012-01-18,2012-01-18,2014-11-13,2014-11-13,"COMPLETED","FRANCE",87,2015-03-02,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
215106,20123,"1071",2012-02-16,2012-02-16,2014-09-05,2014-09-05,"COMPLETED","FRANCE",87,2015-03-11,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
214080,20123,"1060",2012-02-17,2012-02-17,2014-11-24,2014-11-24,"COMPLETED","FRANCE",87,2014-12-17,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
215180,20123,"1075",2012-03-07,2012-03-07,2014-11-17,2014-11-17,"COMPLETED","ITALY",92,2015-01-20,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
215196,20123,"1076",2011-10-13,2011-10-13,2015-12-14,2015-12-14,"COMPLETED","FRANCE",87,2016-01-13,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
246516,26122,"1009",2015-05-20,2015-05-20,2019-01-02,2019-01-02,"COMPLETED","UNITED STATES",17,2019-07-10,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
247281,26122,"1010",2015-06-05,2015-06-05,2018-04-23,2018-04-23,"COMPLETED","UNITED STATES",17,2019-07-17,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
245944,26122,"1004",2014-09-17,2014-09-17,2018-04-03,2018-04-03,"COMPLETED","UNITED STATES",17,2019-07-18,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
245945,26122,"1007",2015-05-21,2015-05-21,2017-09-07,2017-09-07,"TERMINATED","UNITED STATES",17,2019-07-12,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
245906,26122,"1005",2015-05-19,2015-05-19,2018-01-30,2018-01-30,"COMPLETED","UNITED STATES",17,2019-07-16,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
245907,26122,"1002",2014-11-20,2014-11-20,2019-06-20,2019-06-20,"COMPLETED","UNITED STATES",17,2019-07-22,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
245908,26122,"1001",2015-01-26,2015-01-26,2019-04-02,2019-04-02,"COMPLETED","UNITED STATES",17,2019-07-19,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
245909,26122,"1003",2014-11-13,2014-11-13,2019-07-03,2019-07-03,"COMPLETED","UNITED STATES",17,2019-07-19,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
246145,26122,"1008",2015-09-30,2015-09-30,2015-09-30,2015-09-30,"TERMINATED","UNITED STATES",17,2015-12-11,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
245969,26122,"1006",2014-09-16,2014-09-16,2018-01-19,2018-01-19,"COMPLETED","UNITED STATES",17,2019-07-11,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
253036,26531,"1002",2016-07-08,2016-07-08,2018-11-19,2018-11-19,"COMPLETED","ROMANIA",67,2019-03-05,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,3
253037,26531,"1003",2016-09-14,2016-09-14,2019-04-03,2019-04-03,"COMPLETED","ROMANIA",67,2019-04-16,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,2
254925,26531,"1053",2016-06-06,2016-06-06,2016-08-10,2016-08-10,"COMPLETED","CZECH REPUBLIC",44,2018-05-17,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
253291,26531,"1006",2015-09-10,2015-09-10,2016-06-22,2016-06-22,"COMPLETED","UNITED STATES",17,2018-07-24,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
253292,26531,"1007",2016-03-22,2016-03-22,2016-09-01,2016-09-01,"COMPLETED","UNITED STATES",17,2018-07-12,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
253453,26531,"1009",2016-08-24,2016-08-24,NA,NA,"ONGOING","MEXICO",13,2019-10-03,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,5
253455,26531,"1011",2017-07-21,2017-07-21,2018-01-31,2018-01-31,"COMPLETED","MEXICO",13,2018-10-18,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
254239,26531,"1024",2016-09-05,2016-09-05,2017-08-22,2017-08-22,"TERMINATED","ROMANIA",67,2017-09-07,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
254260,26531,"1025",2017-05-04,2017-05-04,2018-04-25,2018-04-25,"COMPLETED","UNITED STATES",17,2018-11-12,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,3
254266,26531,"1028",2016-05-25,2016-05-25,2018-11-20,2018-11-20,"COMPLETED","ROMANIA",67,2019-03-11,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,4
254201,26531,"1016",2016-04-28,2016-04-28,2018-12-11,2018-12-11,"COMPLETED","UKRAINE",79,2018-12-11,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,2
254206,26531,"1018",2016-08-02,2016-08-02,NA,NA,"ONGOING","UKRAINE",79,2019-10-17,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,5
254207,26531,"1019",2016-05-10,2016-05-10,NA,NA,"ONGOING","UKRAINE",79,2019-10-16,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,11
254209,26531,"1021",2016-05-26,2016-05-26,2018-02-06,2018-02-06,"COMPLETED","UKRAINE",79,2018-10-17,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,4
253928,26531,"1012",2016-06-22,2016-06-22,2017-07-24,2017-07-24,"COMPLETED","UNITED STATES",17,2018-07-10,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,2
255798,26531,"1082",2016-06-21,2016-06-21,2018-02-24,2018-02-24,"COMPLETED","JAPAN",82,2019-01-11,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,4
266708,26531,"1097",2017-03-09,2017-03-09,2018-11-16,2018-11-16,"COMPLETED","UKRAINE",79,2019-01-15,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
258374,26531,"1084",2016-10-24,2016-10-24,2018-02-14,2018-02-14,"COMPLETED","SLOVAKIA",72,2018-01-17,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
258375,26531,"1085",2016-05-25,2016-05-25,2018-05-25,2018-05-25,"COMPLETED","SLOVAKIA",72,2018-08-16,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,3
255392,26531,"1077",2016-01-27,2016-01-27,2016-09-21,2016-09-21,"COMPLETED","TAIWAN",30,2018-07-05,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,3
253105,26531,"1004",2016-07-05,2016-07-05,2016-09-30,2016-09-30,"TERMINATED","ROMANIA",67,2017-05-30,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
253106,26531,"1005",2017-01-17,2017-01-17,2017-04-01,2017-04-01,"COMPLETED","CZECH REPUBLIC",44,2017-10-30,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
255062,26531,"1068",2016-09-14,2016-08-29,2017-01-11,2017-01-11,"COMPLETED","SPAIN",98,2018-07-09,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,2
255063,26531,"1069",2016-07-22,2016-07-22,2018-02-04,2018-02-04,"COMPLETED","RUSSIAN FEDERATION",68,2018-07-17,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
255064,26531,"1070",2016-08-02,2016-08-02,2017-01-07,2017-01-07,"COMPLETED","RUSSIAN FEDERATION",68,2018-07-30,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
255094,26531,"1071",2016-02-26,2016-02-26,2018-11-16,2018-11-16,"COMPLETED","TAIWAN",30,2018-12-03,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,7
255095,26531,"1072",2016-02-05,2016-02-05,2017-08-03,2017-08-03,"COMPLETED","TAIWAN",30,2018-07-17,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,3
255101,26531,"1073",2016-09-07,2016-09-07,2016-09-21,2016-09-21,"TERMINATED","TAIWAN",30,2017-07-11,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
255011,26531,"1056",2016-10-10,2016-10-10,2019-07-24,2019-07-24,"COMPLETED","SERBIA",70,2019-08-27,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,6
255012,26531,"1057",2016-08-09,2016-08-09,2018-03-25,2018-03-25,"COMPLETED","HUNGARY",51,2018-07-03,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,2
255013,26531,"1058",2016-09-09,2016-09-09,2017-07-06,2017-07-06,"COMPLETED","HUNGARY",51,2018-07-27,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
255014,26531,"1059",2016-09-15,2016-09-15,2018-06-02,2018-06-02,"COMPLETED","HUNGARY",51,2018-07-12,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
255016,26531,"1061",2016-06-01,2016-06-01,2018-12-14,2018-12-14,"COMPLETED","RUSSIAN FEDERATION",68,2018-12-21,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,3
255017,26531,"1062",2016-06-28,2016-06-28,2018-12-07,2018-12-07,"COMPLETED","RUSSIAN FEDERATION",68,2019-02-25,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,4
255018,26531,"1063",2017-03-30,2017-03-30,2018-11-29,2018-11-29,"COMPLETED","SPAIN",98,2019-01-28,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
255019,26531,"1064",2016-03-16,2016-03-16,2018-07-05,2018-07-05,"COMPLETED","SPAIN",98,2018-09-04,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,6
255021,26531,"1066",2017-05-23,2017-05-23,2017-06-08,2017-06-08,"TERMINATED","UKRAINE",79,2017-10-31,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
254408,26531,"1029",2016-06-23,2016-06-23,2017-09-03,2017-09-03,"COMPLETED","UNITED STATES",17,2018-08-01,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,3
254409,26531,"1030",2017-07-19,2017-07-19,2017-11-23,2017-11-23,"COMPLETED","MEXICO",13,2018-07-26,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
254410,26531,"1031",2016-08-22,2016-08-22,2018-08-15,2018-08-15,"COMPLETED","UKRAINE",79,2018-11-22,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
254412,26531,"1033",2017-01-23,2017-01-23,2018-11-05,2018-11-05,"COMPLETED","UNITED STATES",17,2019-03-04,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,6
254415,26531,"1036",2016-05-05,2016-05-05,2016-08-22,2016-08-22,"COMPLETED","ITALY",92,2018-03-28,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
254419,26531,"1040",2017-05-09,2017-05-09,2018-05-14,2018-05-14,"COMPLETED","POLAND",65,2018-10-23,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
254420,26531,"1041",2015-11-25,2015-11-25,2016-11-01,2016-11-01,"COMPLETED","POLAND",65,2018-10-16,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
254421,26531,"1042",2016-08-10,2016-08-10,2017-11-08,2017-11-08,"COMPLETED","POLAND",65,2018-10-31,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
254423,26531,"1044",2016-06-01,2016-06-01,2017-12-12,2017-12-12,"COMPLETED","POLAND",65,2018-10-26,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,2
254424,26531,"1045",2015-10-07,2015-10-07,2018-06-08,2018-06-08,"COMPLETED","KOREA, REPUBLIC OF",24,2018-08-14,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,3
254426,26531,"1047",2016-12-11,2016-12-11,2017-10-02,2017-10-02,"COMPLETED","SERBIA",70,2018-09-11,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,2
255757,26531,"1078",2015-12-02,2015-12-02,2017-02-02,2017-02-02,"COMPLETED","JAPAN",82,2018-08-27,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,3
255758,26531,"1079",2015-10-21,2015-10-21,2017-11-23,2017-11-23,"COMPLETED","JAPAN",82,2018-06-22,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,2
255760,26531,"1081",2016-06-02,2016-06-02,2019-01-22,2019-01-22,"COMPLETED","JAPAN",82,2019-01-25,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
253982,26531,"1013",2016-03-28,2016-03-28,2017-10-19,2017-10-19,"COMPLETED","KOREA, REPUBLIC OF",24,2018-07-16,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
253983,26531,"1014",2016-01-27,2016-01-27,2017-08-21,2017-08-21,"COMPLETED","KOREA, REPUBLIC OF",24,2018-07-26,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
246083,26537,"1001",2014-10-17,2014-10-17,2017-07-06,2017-07-06,"COMPLETED","UNITED STATES",17,2018-12-18,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,31
246085,26537,"1002",2015-01-06,2015-01-06,2018-04-12,2018-04-12,"COMPLETED","UNITED STATES",17,2018-12-20,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,17
246088,26537,"1003",2015-02-26,2015-02-26,NA,NA,"ONGOING","SPAIN",98,2019-10-17,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,28
246105,26537,"1004",2015-02-23,2015-02-23,NA,NA,"ONGOING","UNITED STATES",17,2019-09-30,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,19
259388,26537,"1008",2016-06-07,2016-06-07,2017-07-12,2017-07-12,"COMPLETED","UNITED STATES",17,2018-05-15,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,4
266836,26537,"1010",2017-09-05,2017-09-05,2019-02-26,2019-02-26,"COMPLETED","UNITED STATES",17,2019-04-18,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,7
262344,26537,"1009",2016-06-09,2016-06-09,2018-01-24,2018-01-24,"COMPLETED","UNITED STATES",17,2019-01-23,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,6
256845,26537,"1006",2016-03-15,2016-03-15,2019-02-12,2019-02-12,"COMPLETED","UNITED STATES",17,2019-04-22,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,8
256455,26537,"1005",2016-03-08,2016-03-08,NA,NA,"ONGOING","SPAIN",98,2019-10-11,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,19
272773,26537,"1014",2018-04-26,2018-04-26,2018-10-23,2018-10-23,"COMPLETED","UNITED STATES",17,2019-09-10,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,1
233661,25460,"1009",2014-08-18,2014-08-18,2016-06-09,2016-06-09,"COMPLETED","HUNGARY",51,2016-07-27,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233662,25460,"1010",2015-01-27,2015-01-27,2016-06-14,2016-06-14,"COMPLETED","COLOMBIA",6,2016-07-28,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233663,25460,"1011",2014-06-18,2014-06-18,2014-06-18,2014-06-18,"TERMINATED","COLOMBIA",6,2015-10-26,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233664,25460,"1012",2015-01-14,2015-01-14,2016-06-06,2016-06-06,"COMPLETED","SPAIN",98,2016-07-14,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233665,25460,"1013",2014-07-29,2014-07-29,2015-09-30,2015-09-30,"COMPLETED","TAIWAN",30,2016-08-15,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233666,25460,"1014",2014-04-22,2014-04-22,2016-05-24,2016-05-24,"COMPLETED","TAIWAN",30,2016-08-22,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233667,25460,"1015",2014-07-08,2014-07-08,2016-06-17,2016-06-17,"COMPLETED","ROMANIA",67,2016-08-29,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233669,25460,"1017",2014-09-05,2014-09-05,2016-05-18,2016-05-18,"COMPLETED","TAIWAN",30,2016-06-16,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233673,25460,"1021",2014-03-27,2014-03-27,2016-05-06,2016-05-06,"COMPLETED","SPAIN",98,2016-06-10,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233674,25460,"1022",2014-05-19,2014-05-19,2016-03-10,2016-03-10,"COMPLETED","HUNGARY",51,2016-04-21,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233676,25460,"1024",2015-02-17,2015-02-17,2016-05-03,2016-05-03,"COMPLETED","CANADA",4,2016-06-30,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233677,25460,"1025",2014-07-21,2014-07-21,2016-06-02,2016-06-02,"COMPLETED","CANADA",4,2016-06-07,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233678,25460,"1026",2014-10-24,2014-10-24,2016-04-04,2016-04-04,"COMPLETED","COLOMBIA",6,2016-06-14,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233680,25460,"1028",2014-08-12,2014-08-12,2016-06-14,2016-06-14,"COMPLETED","CANADA",4,2016-06-28,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233682,25460,"1030",2014-09-08,2014-09-08,2016-06-09,2016-06-09,"COMPLETED","CANADA",4,2016-06-14,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233683,25460,"1031",2014-08-22,2014-08-22,2016-01-22,2016-01-22,"COMPLETED","CANADA",4,2016-04-06,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233684,25460,"1032",2014-04-24,2014-04-24,2016-04-21,2016-04-21,"COMPLETED","HUNGARY",51,2016-05-10,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233685,25460,"1033",2013-12-17,2013-12-17,2016-06-10,2016-06-10,"COMPLETED","UNITED STATES",17,2016-08-25,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233687,25460,"1035",2013-12-09,2013-12-09,2015-11-23,2015-11-23,"COMPLETED","UNITED STATES",17,2016-05-10,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233688,25460,"1036",2014-04-29,2014-04-29,2016-06-08,2016-06-08,"COMPLETED","SPAIN",98,2016-07-26,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233689,25460,"1037",2014-01-22,2014-01-22,2017-06-26,2017-06-26,"COMPLETED","UNITED STATES",17,2016-09-26,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233690,25460,"1038",2014-01-23,2014-01-23,2014-08-28,2014-08-28,"COMPLETED","UNITED STATES",17,2016-06-28,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233691,25460,"1039",2014-06-25,2014-06-25,2016-04-13,2016-04-13,"COMPLETED","COLOMBIA",6,2016-07-26,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233692,25460,"1040",2013-10-29,2013-10-29,2017-06-19,2017-06-19,"COMPLETED","UNITED STATES",17,2016-08-30,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233694,25460,"1042",2013-12-02,2013-12-02,2016-05-06,2016-05-06,"COMPLETED","UNITED STATES",17,2016-08-02,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233696,25460,"1044",2013-12-02,2013-12-02,2015-09-04,2015-09-04,"COMPLETED","UNITED STATES",17,2016-07-18,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233697,25460,"1045",2013-12-03,2013-12-03,2016-05-17,2016-05-17,"COMPLETED","UNITED STATES",17,2016-07-20,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233699,25460,"1047",2014-01-23,2014-01-23,2015-04-21,2015-04-21,"COMPLETED","UNITED STATES",17,2016-08-09,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233702,25460,"1050",2014-01-20,2014-01-20,2016-04-18,2016-04-18,"COMPLETED","UNITED STATES",17,2016-07-12,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233704,25460,"1052",2014-01-20,2014-01-20,2016-05-11,2016-05-11,"COMPLETED","UNITED STATES",17,2016-08-31,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233705,25460,"1053",2014-06-26,2014-06-26,2015-10-22,2015-10-22,"COMPLETED","COLOMBIA",6,2016-07-28,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233706,25460,"1054",2013-11-13,2013-11-13,2014-12-30,2014-12-30,"COMPLETED","UNITED STATES",17,2016-04-27,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233707,25460,"1055",2014-04-29,2014-04-29,2016-04-08,2016-04-08,"COMPLETED","UNITED STATES",17,2016-09-02,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233708,25460,"1056",2014-06-25,2014-06-25,2014-07-11,2014-07-11,"TERMINATED","COLOMBIA",6,2015-08-28,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233709,25460,"1057",2013-11-13,2013-11-13,2016-04-25,2016-04-25,"COMPLETED","UNITED STATES",17,2016-07-05,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233712,25460,"1060",2014-06-18,2014-06-18,2016-05-04,2016-05-04,"COMPLETED","HUNGARY",51,2016-05-11,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233713,25460,"1061",2014-05-30,2014-05-30,2016-06-02,2016-06-02,"COMPLETED","UNITED STATES",17,2016-06-20,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233714,25460,"1062",2013-10-29,2013-10-29,2016-01-08,2016-01-08,"COMPLETED","UNITED STATES",17,2016-08-16,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
233716,25460,"1064",2014-01-09,2014-01-09,2016-05-23,2016-05-23,"COMPLETED","UNITED STATES",17,2016-07-12,"N",NA,NA,"N",NA,"N",NA,"N",NA,"N",NA,NA
